concept_id_1,concept_name_1,concept_class_id_1,concept_code_1,vocabulary_id_1,relationship_id,concept_id_2,concept_name_2,concept_class_id_2,concept_code_2,vocabulary_id_2
35161843,fluticasone 0.5 MG/ML Nasal Spray,Clinical Drug,OMOP4818807,RxNorm Extension,RxNorm is a,21158423,fluticasone Nasal Spray [Flixonase],Branded Drug Form,OMOP353878,RxNorm Extension
35133575,flunisolide 0.25 MG/ML Nasal Spray,Clinical Drug,OMOP4790782,RxNorm Extension,RxNorm is a,21099565,flunisolide Nasal Spray [Syntaris],Branded Drug Form,OMOP387512,RxNorm Extension
2054252,chorionic gonadotropin 5000 IU Injection,Clinical Drug,OMOP4954849,RxNorm Extension,RxNorm is a,21149265,Chorionic Gonadotropin Injection [Choragon],Branded Drug Form,OMOP331425,RxNorm Extension
2054261,chorionic gonadotropin 1000 IU Injection,Clinical Drug,OMOP4954859,RxNorm Extension,RxNorm is a,21149265,Chorionic Gonadotropin Injection [Choragon],Branded Drug Form,OMOP331425,RxNorm Extension
35143681,Chorionic Gonadotropin 3000 UNT Injection,Clinical Drug,OMOP4800780,RxNorm Extension,RxNorm is a,21149265,Chorionic Gonadotropin Injection [Choragon],Branded Drug Form,OMOP331425,RxNorm Extension
35151914,Fluorometholone 0.5 MG/ML Ophthalmic Solution,Clinical Drug,OMOP4808956,RxNorm Extension,RxNorm is a,21090569,Fluorometholone Ophthalmic Solution [FML Liquifilm],Branded Drug Form,OMOP344157,RxNorm Extension
35148830,Fluorometholone 0.2 MG/ML Ophthalmic Solution,Clinical Drug,OMOP4805894,RxNorm Extension,RxNorm is a,21090569,Fluorometholone Ophthalmic Solution [FML Liquifilm],Branded Drug Form,OMOP344157,RxNorm Extension
19107571,"estrogens, conjugated (USP) 0.6 MG / medrogestone 5 MG Oral Tablet",Clinical Drug,432709,RxNorm,RxNorm is a,36221169,"estrogens, conjugated (USP) / medrogestone Oral Product",Clinical Dose Group,1165779,RxNorm
19107572,"estrogens, conjugated (USP) 0.3 MG / medrogestone 5 MG Oral Tablet",Clinical Drug,432710,RxNorm,RxNorm is a,36221169,"estrogens, conjugated (USP) / medrogestone Oral Product",Clinical Dose Group,1165779,RxNorm
1549213,"estrogens, conjugated (USP) 1.25 MG / medrogestone 5 MG Oral Tablet",Clinical Drug,432711,RxNorm,RxNorm is a,36221169,"estrogens, conjugated (USP) / medrogestone Oral Product",Clinical Dose Group,1165779,RxNorm
1549214,"estrogens, conjugated (USP) 0.625 MG / medrogestone 5 MG Oral Tablet",Clinical Drug,432712,RxNorm,RxNorm is a,36221169,"estrogens, conjugated (USP) / medrogestone Oral Product",Clinical Dose Group,1165779,RxNorm
19107571,"estrogens, conjugated (USP) 0.6 MG / medrogestone 5 MG Oral Tablet",Clinical Drug,432709,RxNorm,RxNorm is a,36221170,"estrogens, conjugated (USP) / medrogestone Pill",Clinical Dose Group,1165780,RxNorm
19107572,"estrogens, conjugated (USP) 0.3 MG / medrogestone 5 MG Oral Tablet",Clinical Drug,432710,RxNorm,RxNorm is a,36221170,"estrogens, conjugated (USP) / medrogestone Pill",Clinical Dose Group,1165780,RxNorm
1549213,"estrogens, conjugated (USP) 1.25 MG / medrogestone 5 MG Oral Tablet",Clinical Drug,432711,RxNorm,RxNorm is a,36221170,"estrogens, conjugated (USP) / medrogestone Pill",Clinical Dose Group,1165780,RxNorm
1549214,"estrogens, conjugated (USP) 0.625 MG / medrogestone 5 MG Oral Tablet",Clinical Drug,432712,RxNorm,RxNorm is a,36221170,"estrogens, conjugated (USP) / medrogestone Pill",Clinical Dose Group,1165780,RxNorm
19000208,medrogestone 5 MG Oral Tablet,Clinical Drug,245844,RxNorm,RxNorm is a,36226747,medrogestone Oral Product,Clinical Dose Group,1159190,RxNorm
19106216,medrogestone 25 MG Oral Tablet,Clinical Drug,427456,RxNorm,RxNorm is a,36226747,medrogestone Oral Product,Clinical Dose Group,1159190,RxNorm
19107571,"estrogens, conjugated (USP) 0.6 MG / medrogestone 5 MG Oral Tablet",Clinical Drug,432709,RxNorm,RxNorm is a,40037957,"estrogens, conjugated (USP) / medrogestone Oral Tablet",Clinical Drug Form,439394,RxNorm
19107572,"estrogens, conjugated (USP) 0.3 MG / medrogestone 5 MG Oral Tablet",Clinical Drug,432710,RxNorm,RxNorm is a,40037957,"estrogens, conjugated (USP) / medrogestone Oral Tablet",Clinical Drug Form,439394,RxNorm
1549213,"estrogens, conjugated (USP) 1.25 MG / medrogestone 5 MG Oral Tablet",Clinical Drug,432711,RxNorm,RxNorm is a,40037957,"estrogens, conjugated (USP) / medrogestone Oral Tablet",Clinical Drug Form,439394,RxNorm
1549214,"estrogens, conjugated (USP) 0.625 MG / medrogestone 5 MG Oral Tablet",Clinical Drug,432712,RxNorm,RxNorm is a,40037957,"estrogens, conjugated (USP) / medrogestone Oral Tablet",Clinical Drug Form,439394,RxNorm
19000208,medrogestone 5 MG Oral Tablet,Clinical Drug,245844,RxNorm,RxNorm is a,40065265,medrogestone Oral Tablet,Clinical Drug Form,372737,RxNorm
19106216,medrogestone 25 MG Oral Tablet,Clinical Drug,427456,RxNorm,RxNorm is a,40065265,medrogestone Oral Tablet,Clinical Drug Form,372737,RxNorm
19000306,thioproperazine 10 MG Oral Tablet,Clinical Drug,247588,RxNorm,RxNorm is a,40097961,thioproperazine Oral Tablet,Clinical Drug Form,374106,RxNorm
19011813,allantoin 2 MG/ML / hexachlorophene 5 MG/ML / squalene 30 MG/ML Topical Lotion,Clinical Drug,142054,RxNorm,RxNorm is a,40007234,allantoin / hexachlorophene / squalene Topical Lotion,Clinical Drug Form,379349,RxNorm
19023269,squalene 500 MG Oral Capsule,Clinical Drug,200191,RxNorm,RxNorm is a,40078926,squalene Oral Capsule,Clinical Drug Form,375299,RxNorm
19070802,squalene 450 MG Oral Capsule,Clinical Drug,283429,RxNorm,RxNorm is a,40078926,squalene Oral Capsule,Clinical Drug Form,375299,RxNorm
21149691,alfuzosin 2.5 MG Oral Tablet Box of 30,Clinical Drug Box,OMOP346119,RxNorm Extension,Has marketed form,21071245,alfuzosin 2.5 MG Oral Tablet [Xatral SR] Box of 30,Branded Drug Box,OMOP346153,RxNorm Extension
43205148,alfuzosin 2.5 MG Delayed Release Oral Tablet Box of 30,Clinical Drug Box,OMOP485931,RxNorm Extension,Has marketed form,35749095,alfuzosin 2.5 MG Delayed Release Oral Tablet [Xatral SR] Box of 30,Branded Drug Box,OMOP2750556,RxNorm Extension
35762397,Fenofibrate 160 MG Delayed Release Oral Tablet Box of 28,Clinical Drug Box,OMOP2763858,RxNorm Extension,Has marketed form,35768897,Fenofibrate 150 MG Delayed Release Oral Tablet [Supralip] Box of 28,Branded Drug Box,OMOP2770358,RxNorm Extension
43148224,Fenofibrate 150 MG Delayed Release Oral Tablet Box of 30,Clinical Drug Box,OMOP468910,RxNorm Extension,Has marketed form,35756415,Fenofibrate 160 MG Delayed Release Oral Tablet [Supralip] Box of 30,Branded Drug Box,OMOP2757876,RxNorm Extension
40929091,Immunoglobulin G 50 MG/ML Injectable Suspension Box of 1,Clinical Drug Box,OMOP2127053,RxNorm Extension,Has marketed form,44192508,10 ML Immunoglobulin G 50 MG/ML Injectable Suspension [Gamma Venin] Box of 1 by Boehringer Ingelheim,Marketed Product,OMOP3069231,RxNorm Extension
40835770,Immunoglobulin G 50 MG/ML Injectable Solution Box of 1,Clinical Drug Box,OMOP2033732,RxNorm Extension,Has marketed form,41356445,5 ML Immunoglobulin G 50 MG/ML Injectable Solution [Gamma Venin] Box of 1 by Boehringer Ingelheim,Marketed Product,OMOP2554407,RxNorm Extension
40835770,Immunoglobulin G 50 MG/ML Injectable Solution Box of 1,Clinical Drug Box,OMOP2033732,RxNorm Extension,Has marketed form,44199391,200 ML Immunoglobulin G 50 MG/ML Injectable Solution [Gamma Venin] Box of 1 by Boehringer Ingelheim,Marketed Product,OMOP3076114,RxNorm Extension
40835770,Immunoglobulin G 50 MG/ML Injectable Solution Box of 1,Clinical Drug Box,OMOP2033732,RxNorm Extension,Has marketed form,41424095,100 ML Immunoglobulin G 50 MG/ML Injectable Solution [Gamma Venin] Box of 1 by Boehringer Ingelheim,Marketed Product,OMOP2622057,RxNorm Extension
40835770,Immunoglobulin G 50 MG/ML Injectable Solution Box of 1,Clinical Drug Box,OMOP2033732,RxNorm Extension,Has marketed form,41364935,10 ML Immunoglobulin G 50 MG/ML Injectable Solution [Gamma Venin] Box of 1 by Boehringer Ingelheim,Marketed Product,OMOP2562897,RxNorm Extension
40929091,Immunoglobulin G 50 MG/ML Injectable Suspension Box of 1,Clinical Drug Box,OMOP2127053,RxNorm Extension,Has marketed form,41433110,200 ML Immunoglobulin G 50 MG/ML Injectable Suspension [Gamma Venin] Box of 1 by Boehringer Ingelheim,Marketed Product,OMOP2631072,RxNorm Extension
40929091,Immunoglobulin G 50 MG/ML Injectable Suspension Box of 1,Clinical Drug Box,OMOP2127053,RxNorm Extension,Has marketed form,44191887,5 ML Immunoglobulin G 50 MG/ML Injectable Suspension [Gamma Venin] Box of 1 by Boehringer Ingelheim,Marketed Product,OMOP3068610,RxNorm Extension
40927040,Verapamil 40 MG Extended Release Oral Tablet Box of 100,Clinical Drug Box,OMOP2125002,RxNorm Extension,Has marketed form,41256661,Verapamil 40 MG Extended Release Oral Tablet [Veranorm Isis] Box of 100 by Puren,Marketed Product,OMOP2454623,RxNorm Extension
41051763,Verapamil 120 MG Oral Tablet Box of 50,Clinical Drug Box,OMOP2249725,RxNorm Extension,Has marketed form,41256693,Verapamil 120 MG Oral Tablet [Veranorm Isis] Box of 50 by Puren,Marketed Product,OMOP2454655,RxNorm Extension
41239542,Verapamil 40 MG Extended Release Oral Tablet Box of 20,Clinical Drug Box,OMOP2437504,RxNorm Extension,Has marketed form,41163433,Verapamil 40 MG Extended Release Oral Tablet [Veranorm Isis] Box of 20 by Puren,Marketed Product,OMOP2361395,RxNorm Extension
21051456,"Insulin, Aspart, Human 100 UNT/ML Prefilled Syringe Box of 5",Clinical Drug Box,OMOP344943,RxNorm Extension,Has marketed form,21077948,"3 ML Insulin, Aspart, Human 100 UNT/ML Prefilled Syringe [NovoRapid] Box of 5",Quant Branded Box,OMOP305328,RxNorm Extension
21051456,"Insulin, Aspart, Human 100 UNT/ML Prefilled Syringe Box of 5",Clinical Drug Box,OMOP344943,RxNorm Extension,Has marketed form,21058182,"3 ML Insulin, Aspart, Human 100 UNT/ML Prefilled Syringe [NovoMix] Box of 5",Quant Branded Box,OMOP305377,RxNorm Extension
44110092,"Insulin, Aspart, Human 100 UNT/ML Injectable Solution Box of 5",Clinical Drug Box,OMOP1104723,RxNorm Extension,Has marketed form,35779592,"3 ML Insulin, Aspart, Human 100 UNT/ML Injectable Solution [NovoMix] Box of 5",Quant Branded Box,OMOP2781053,RxNorm Extension
44110092,"Insulin, Aspart, Human 100 UNT/ML Injectable Solution Box of 5",Clinical Drug Box,OMOP1104723,RxNorm Extension,Has marketed form,35779353,"3 ML Insulin, Aspart, Human 100 UNT/ML Injectable Solution [NovoRapid] Box of 5",Quant Branded Box,OMOP2780814,RxNorm Extension
41241162,Medroxyprogesterone 160 MG/ML Injectable Solution Box of 1,Clinical Drug Box,OMOP2439124,RxNorm Extension,Has marketed form,35777004,1 ML Medroxyprogesterone 150 MG/ML Injection [Depo-Provera] Box of 1,Quant Branded Box,OMOP2778465,RxNorm Extension
21168344,Oxytocin 0.06 UNT/ML Injectable Solution Box of 10,Clinical Drug Box,OMOP378602,RxNorm Extension,Has marketed form,21108825,500 ML Oxytocin 0.06 UNT/ML Injectable Solution Box of 10,Quant Clinical Box,OMOP329284,RxNorm Extension
21128854,Oxytocin 0.06 UNT/ML Injectable Solution Box of 1,Clinical Drug Box,OMOP378596,RxNorm Extension,Has marketed form,21148067,500 ML Oxytocin 0.06 UNT/ML Injectable Solution Box of 1,Quant Clinical Box,OMOP329282,RxNorm Extension
21125764,"Regular Insulin, Human 1 UNT/ML Injection Box of 1",Clinical Drug Box,OMOP283088,RxNorm Extension,Has marketed form,21029556,"50 ML Regular Insulin, Human 1 UNT/ML Injection Box of 1",Quant Clinical Box,OMOP319609,RxNorm Extension
21037523,"Regular Insulin, Human 1 UNT/ML Injection Box of 10",Clinical Drug Box,OMOP283089,RxNorm Extension,Has marketed form,21176880,"50 ML Regular Insulin, Human 1 UNT/ML Injection Box of 10",Quant Clinical Box,OMOP319612,RxNorm Extension
21040646,Oxytocin 0.1 UNT/ML Injection Box of 5,Clinical Drug Box,OMOP378429,RxNorm Extension,Has marketed form,21147265,50 ML Oxytocin 0.1 UNT/ML Injection Box of 5,Quant Clinical Box,OMOP317827,RxNorm Extension
21158546,Oxytocin 0.1 UNT/ML Injection Box of 1,Clinical Drug Box,OMOP378418,RxNorm Extension,Has marketed form,21147264,50 ML Oxytocin 0.1 UNT/ML Injection Box of 1,Quant Clinical Box,OMOP317825,RxNorm Extension
21086479,heparin 521 UNT/ML Injection Box of 35,Clinical Drug Box,OMOP279650,RxNorm Extension,Has marketed form,21137406,48 ML heparin 521 UNT/ML Injection Box of 35,Quant Clinical Box,OMOP317721,RxNorm Extension
21086479,heparin 521 UNT/ML Injection Box of 35,Clinical Drug Box,OMOP279650,RxNorm Extension,Has marketed form,35794381,47.8 ML heparin 521 UNT/ML Injection Box of 35,Quant Clinical Box,OMOP2795842,RxNorm Extension
21115468,Glucose 100 MG/ML Prefilled Syringe Box of 5,Clinical Drug Box,OMOP271932,RxNorm Extension,Has marketed form,21117462,10 ML Glucose 100 MG/ML Prefilled Syringe Box of 5,Quant Clinical Box,OMOP311815,RxNorm Extension
21105690,Glucose 98 MG/ML Prefilled Syringe Box of 1,Clinical Drug Box,OMOP271931,RxNorm Extension,Has marketed form,21058541,10 ML Glucose 100 MG/ML Prefilled Syringe Box of 1,Quant Clinical Box,OMOP311813,RxNorm Extension
43679614,Fentanyl 0.025 MG/HR Transdermal System Box of 20,Clinical Drug Box,OMOP781979,RxNorm Extension,Has quantified form,41325635,1 HR Fentanyl 0.025 MG/HR Transdermal System Box of 20,Quant Clinical Box,OMOP2523597,RxNorm Extension
41270455,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 3,Clinical Drug Box,OMOP2468417,RxNorm Extension,Has quantified form,41330161,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 3,Quant Clinical Box,OMOP2528123,RxNorm Extension
42725853,Sisomicin 77.5 MG/ML Injectable Solution Box of 5,Clinical Drug Box,OMOP2735739,RxNorm Extension,Has quantified form,41341453,2 ML Sisomicin 77.5 MG/ML Injectable Solution Box of 5,Quant Clinical Box,OMOP2539415,RxNorm Extension
40960366,"insulin, isophane 70 UNT/ML / Regular Insulin, Human 30 UNT/ML Prefilled Syringe Box of 5",Clinical Drug Box,OMOP2158328,RxNorm Extension,Has quantified form,41347032,"3 ML insulin, isophane 70 UNT/ML / Regular Insulin, Human 30 UNT/ML Prefilled Syringe Box of 5",Quant Clinical Box,OMOP2544994,RxNorm Extension
41114845,Teriparatide 0.25 MG/ML Injectable Solution Box of 3,Clinical Drug Box,OMOP2312807,RxNorm Extension,Has quantified form,41349128,3 ML Teriparatide 0.25 MG/ML Injectable Solution Box of 3,Quant Clinical Box,OMOP2547090,RxNorm Extension
41211046,Folic Acid 1 MG/ML / Hydroxocobalamin 0.25 MG/ML / pyridoxine 1.25 MG/ML Prefilled Syringe Box of 16,Clinical Drug Box,OMOP2409008,RxNorm Extension,Has quantified form,41357719,5 ML Folic Acid 1 MG/ML / Hydroxocobalamin 0.25 MG/ML / pyridoxine 1.25 MG/ML Prefilled Syringe Box of 16,Quant Clinical Box,OMOP2555681,RxNorm Extension
35762417,Silver Nitrate 0.4 MG/MG Stick Box of 1,Clinical Drug Box,OMOP2763878,RxNorm Extension,Has quantified form,40707066,1010 MG Silver Nitrate 0.4 MG/MG Stick Box of 1,Quant Clinical Box,OMOP4750015,RxNorm Extension
35762418,Silver Nitrate 0.75 MG/MG Stick Box of 100,Clinical Drug Box,OMOP2763879,RxNorm Extension,Has quantified form,40707075,1010 MG Silver Nitrate 0.75 MG/MG Stick Box of 100,Quant Clinical Box,OMOP4750006,RxNorm Extension
21140740,Silver Nitrate 0.95 MG/MG Stick Box of 12,Clinical Drug Box,OMOP362427,RxNorm Extension,Has quantified form,40707089,1010 MG Silver Nitrate 0.95 MG/MG Stick Box of 12,Quant Clinical Box,OMOP4749992,RxNorm Extension
21130801,Silver Nitrate 0.95 MG/MG Stick Box of 1,Clinical Drug Box,OMOP362421,RxNorm Extension,Has quantified form,40707092,1010 MG Silver Nitrate 0.95 MG/MG Stick Box of 1,Quant Clinical Box,OMOP4749989,RxNorm Extension
40835770,Immunoglobulin G 50 MG/ML Injectable Solution Box of 1,Clinical Drug Box,OMOP2033732,RxNorm Extension,Has tradename,41000661,Immunoglobulin G 50 MG/ML Injectable Solution [Gamma Venin] Box of 1,Branded Drug Box,OMOP2198623,RxNorm Extension
40897965,Immunoglobulin G 25 MG/ML Injectable Solution Box of 1,Clinical Drug Box,OMOP2095927,RxNorm Extension,Has tradename,41281349,Immunoglobulin G 25 MG/ML Injectable Solution [Gamma Venin] Box of 1,Branded Drug Box,OMOP2479311,RxNorm Extension
40929091,Immunoglobulin G 50 MG/ML Injectable Suspension Box of 1,Clinical Drug Box,OMOP2127053,RxNorm Extension,Has tradename,40969338,Immunoglobulin G 50 MG/ML Injectable Suspension [Gamma Venin] Box of 1,Branded Drug Box,OMOP2167300,RxNorm Extension
41208600,Verapamil 120 MG Oral Tablet Box of 20,Clinical Drug Box,OMOP2406562,RxNorm Extension,Has tradename,41182568,Verapamil 120 MG Oral Tablet [Veranorm Isis] Box of 20,Branded Drug Box,OMOP2380530,RxNorm Extension
21164372,Verapamil 80 MG Oral Tablet Box of 100,Clinical Drug Box,OMOP267199,RxNorm Extension,Has tradename,41182492,Verapamil 80 MG Oral Tablet [Veranorm Isis] Box of 100,Branded Drug Box,OMOP2380454,RxNorm Extension
41051755,Verapamil 80 MG Extended Release Oral Tablet Box of 500,Clinical Drug Box,OMOP2249717,RxNorm Extension,Has tradename,41151436,Verapamil 80 MG Extended Release Oral Tablet [Veranorm Isis] Box of 500,Branded Drug Box,OMOP2349398,RxNorm Extension
40864844,Verapamil 80 MG Oral Tablet Box of 500,Clinical Drug Box,OMOP2062806,RxNorm Extension,Has tradename,40963612,Verapamil 80 MG Oral Tablet [Veranorm Isis] Box of 500,Branded Drug Box,OMOP2161574,RxNorm Extension
40864855,Verapamil 120 MG Extended Release Oral Tablet Box of 100,Clinical Drug Box,OMOP2062817,RxNorm Extension,Has tradename,41119897,Verapamil 120 MG Extended Release Oral Tablet [Veranorm Isis] Box of 100,Branded Drug Box,OMOP2317859,RxNorm Extension
41208596,Verapamil 80 MG Extended Release Oral Tablet Box of 50,Clinical Drug Box,OMOP2406558,RxNorm Extension,Has tradename,40870156,Verapamil 80 MG Extended Release Oral Tablet [Veranorm Isis] Box of 50,Branded Drug Box,OMOP2068118,RxNorm Extension
40927040,Verapamil 40 MG Extended Release Oral Tablet Box of 100,Clinical Drug Box,OMOP2125002,RxNorm Extension,Has tradename,41088657,Verapamil 40 MG Extended Release Oral Tablet [Veranorm Isis] Box of 100,Branded Drug Box,OMOP2286619,RxNorm Extension
21036696,Alprostadil 1 MG Stick Box of 6,Clinical Drug Box,OMOP267888,RxNorm Extension,RxNorm has dose form,21014170,Stick,Dose Form,OMOP332174,RxNorm Extension
21091622,Silver Nitrate 0.95 MG/MG Stick Box of 6,Clinical Drug Box,OMOP362425,RxNorm Extension,RxNorm has dose form,21014170,Stick,Dose Form,OMOP332174,RxNorm Extension
21091623,Silver Nitrate 0.95 MG/MG Stick Box of 100,Clinical Drug Box,OMOP362428,RxNorm Extension,RxNorm has dose form,21014170,Stick,Dose Form,OMOP332174,RxNorm Extension
21130801,Silver Nitrate 0.95 MG/MG Stick Box of 1,Clinical Drug Box,OMOP362421,RxNorm Extension,RxNorm has dose form,21014170,Stick,Dose Form,OMOP332174,RxNorm Extension
40898929,diethyltoluamide 200 MG/ML Stick Box of 1,Clinical Drug Box,OMOP2096891,RxNorm Extension,RxNorm has dose form,21014170,Stick,Dose Form,OMOP332174,RxNorm Extension
41021034,Silver Nitrate 530 MG Stick Box of 1,Clinical Drug Box,OMOP2218996,RxNorm Extension,RxNorm has dose form,21014170,Stick,Dose Form,OMOP332174,RxNorm Extension
41025088,Arnica extract 200 MG/ML Stick Box of 1,Clinical Drug Box,OMOP2223050,RxNorm Extension,RxNorm has dose form,21014170,Stick,Dose Form,OMOP332174,RxNorm Extension
41051880,Tripelennamine 0.02 MG/MG Stick Box of 1,Clinical Drug Box,OMOP2249842,RxNorm Extension,RxNorm has dose form,21014170,Stick,Dose Form,OMOP332174,RxNorm Extension
41244196,Aluminum carbonate 9500 MG Stick Box of 1,Clinical Drug Box,OMOP2442158,RxNorm Extension,RxNorm has dose form,21014170,Stick,Dose Form,OMOP332174,RxNorm Extension
21036683,Alprostadil 0.5 MG Stick Box of 6,Clinical Drug Box,OMOP267748,RxNorm Extension,RxNorm has dose form,21014170,Stick,Dose Form,OMOP332174,RxNorm Extension
19000307,thioproperazine 10 MG,Clinical Drug Comp,335717,RxNorm,Constitutes,19000306,thioproperazine 10 MG Oral Tablet,Clinical Drug,247588,RxNorm
19000499,mefloquine hydrochloride 250 MG,Clinical Drug Comp,835912,RxNorm,Constitutes,19000500,mefloquine hydrochloride 250 MG Oral Tablet,Clinical Drug,835913,RxNorm
19000540,threonine 3.75 MG/ML,Clinical Drug Comp,799862,RxNorm,Constitutes,19092448,histidine 4.12 MG/ML / isoleucine 5.25 MG/ML / leucine 8.25 MG/ML / lysine 6 MG/ML / methionine 8.25 MG/ML / phenylalanine 8.25 MG/ML / threonine 3.75 MG/ML / tryptophan 1.88 MG/ML / valine 6 MG/ML Injectable Solution,Clinical Drug,799866,RxNorm
19006230,tryptophan 1.88 MG/ML,Clinical Drug Comp,799863,RxNorm,Constitutes,19092448,histidine 4.12 MG/ML / isoleucine 5.25 MG/ML / leucine 8.25 MG/ML / lysine 6 MG/ML / methionine 8.25 MG/ML / phenylalanine 8.25 MG/ML / threonine 3.75 MG/ML / tryptophan 1.88 MG/ML / valine 6 MG/ML Injectable Solution,Clinical Drug,799866,RxNorm
19007576,valine 6 MG/ML,Clinical Drug Comp,799864,RxNorm,Constitutes,19092448,histidine 4.12 MG/ML / isoleucine 5.25 MG/ML / leucine 8.25 MG/ML / lysine 6 MG/ML / methionine 8.25 MG/ML / phenylalanine 8.25 MG/ML / threonine 3.75 MG/ML / tryptophan 1.88 MG/ML / valine 6 MG/ML Injectable Solution,Clinical Drug,799866,RxNorm
19035607,phenylalanine 8.25 MG/ML,Clinical Drug Comp,799861,RxNorm,Constitutes,19092448,histidine 4.12 MG/ML / isoleucine 5.25 MG/ML / leucine 8.25 MG/ML / lysine 6 MG/ML / methionine 8.25 MG/ML / phenylalanine 8.25 MG/ML / threonine 3.75 MG/ML / tryptophan 1.88 MG/ML / valine 6 MG/ML Injectable Solution,Clinical Drug,799866,RxNorm
19069183,histidine 4.12 MG/ML,Clinical Drug Comp,799856,RxNorm,Constitutes,19092448,histidine 4.12 MG/ML / isoleucine 5.25 MG/ML / leucine 8.25 MG/ML / lysine 6 MG/ML / methionine 8.25 MG/ML / phenylalanine 8.25 MG/ML / threonine 3.75 MG/ML / tryptophan 1.88 MG/ML / valine 6 MG/ML Injectable Solution,Clinical Drug,799866,RxNorm
19082310,isoleucine 5.25 MG/ML,Clinical Drug Comp,799857,RxNorm,Constitutes,19092448,histidine 4.12 MG/ML / isoleucine 5.25 MG/ML / leucine 8.25 MG/ML / lysine 6 MG/ML / methionine 8.25 MG/ML / phenylalanine 8.25 MG/ML / threonine 3.75 MG/ML / tryptophan 1.88 MG/ML / valine 6 MG/ML Injectable Solution,Clinical Drug,799866,RxNorm
19088576,leucine 8.25 MG/ML,Clinical Drug Comp,799858,RxNorm,Constitutes,19092448,histidine 4.12 MG/ML / isoleucine 5.25 MG/ML / leucine 8.25 MG/ML / lysine 6 MG/ML / methionine 8.25 MG/ML / phenylalanine 8.25 MG/ML / threonine 3.75 MG/ML / tryptophan 1.88 MG/ML / valine 6 MG/ML Injectable Solution,Clinical Drug,799866,RxNorm
19092447,lysine 6 MG/ML,Clinical Drug Comp,799859,RxNorm,Constitutes,19092448,histidine 4.12 MG/ML / isoleucine 5.25 MG/ML / leucine 8.25 MG/ML / lysine 6 MG/ML / methionine 8.25 MG/ML / phenylalanine 8.25 MG/ML / threonine 3.75 MG/ML / tryptophan 1.88 MG/ML / valine 6 MG/ML Injectable Solution,Clinical Drug,799866,RxNorm
42730681,"house dust mite extract, Dermatophagoides farinae 2.51 IU/ML",Clinical Drug Comp,OMOP2743262,RxNorm Extension,Constitutes,42711183,American house dust mite extract Injectable Suspension,Clinical Drug Form,OMOP2722217,RxNorm Extension
36879671,mercuric sulfate 4 X,Clinical Drug Comp,OMOP994638,RxNorm Extension,Constitutes,36881186,Berberis vulgaris fruit extract 0.02 MG/MG / Bryonia preparation 3 X / Camphor 0.00012 MG/MG / Echinacea purpurea extract 0.04 MG/MG / Esculin 0.001 MG/MG / Eucalyptus oil 0.00388 MG/MG / mercuric sulfate 4 X / ... Topical Cream,Quant Clinical Drug,OMOP989921,RxNorm Extension
36886356,Camphor 0.00012 MG/MG,Clinical Drug Comp,OMOP991889,RxNorm Extension,Constitutes,36881186,Berberis vulgaris fruit extract 0.02 MG/MG / Bryonia preparation 3 X / Camphor 0.00012 MG/MG / Echinacea purpurea extract 0.04 MG/MG / Esculin 0.001 MG/MG / Eucalyptus oil 0.00388 MG/MG / mercuric sulfate 4 X / ... Topical Cream,Quant Clinical Drug,OMOP989921,RxNorm Extension
36890164,Eucalyptus oil 0.00388 MG/MG,Clinical Drug Comp,OMOP988722,RxNorm Extension,Constitutes,36881186,Berberis vulgaris fruit extract 0.02 MG/MG / Bryonia preparation 3 X / Camphor 0.00012 MG/MG / Echinacea purpurea extract 0.04 MG/MG / Esculin 0.001 MG/MG / Eucalyptus oil 0.00388 MG/MG / mercuric sulfate 4 X / ... Topical Cream,Quant Clinical Drug,OMOP989921,RxNorm Extension
42730737,Bryonia preparation 3 X,Clinical Drug Comp,OMOP2724623,RxNorm Extension,Constitutes,36881186,Berberis vulgaris fruit extract 0.02 MG/MG / Bryonia preparation 3 X / Camphor 0.00012 MG/MG / Echinacea purpurea extract 0.04 MG/MG / Esculin 0.001 MG/MG / Eucalyptus oil 0.00388 MG/MG / mercuric sulfate 4 X / ... Topical Cream,Quant Clinical Drug,OMOP989921,RxNorm Extension
43653822,Peppermint preparation 0.00388 MG/MG,Clinical Drug Comp,OMOP717883,RxNorm Extension,Constitutes,36881186,Berberis vulgaris fruit extract 0.02 MG/MG / Bryonia preparation 3 X / Camphor 0.00012 MG/MG / Echinacea purpurea extract 0.04 MG/MG / Esculin 0.001 MG/MG / Eucalyptus oil 0.00388 MG/MG / mercuric sulfate 4 X / ... Topical Cream,Quant Clinical Drug,OMOP989921,RxNorm Extension
43692095,Echinacea purpurea extract 0.04 MG/MG,Clinical Drug Comp,OMOP927603,RxNorm Extension,Constitutes,36881186,Berberis vulgaris fruit extract 0.02 MG/MG / Bryonia preparation 3 X / Camphor 0.00012 MG/MG / Echinacea purpurea extract 0.04 MG/MG / Esculin 0.001 MG/MG / Eucalyptus oil 0.00388 MG/MG / mercuric sulfate 4 X / ... Topical Cream,Quant Clinical Drug,OMOP989921,RxNorm Extension
